id_vente;date_mut;nat_mut;val_fonc;id_bien_immo
9883;2020-05-26 00:00:00;Vente;40500;9883
9884;2020-05-29 00:00:00;Vente;35000;9884
9885;2020-06-18 00:00:00;Vente;93500;9885
9886;2020-06-18 00:00:00;Vente;99045;9886
9887;2020-06-26 00:00:00;Vente;24000;9887
9888;2020-06-26 00:00:00;Vente;68000;9888
9889;2020-06-24 00:00:00;Vente;58600;9889
9890;2020-06-30 00:00:00;Vente;82000;9890
9891;2020-06-16 00:00:00;Vente;61800;9891
9892;2020-05-29 00:00:00;Vente;41000;9892
9893;2020-06-25 00:00:00;Vente;73000;9893
9894;2020-06-22 00:00:00;Vente;44000;9894
9895;2020-06-25 00:00:00;Vente;54000;9895
9896;2020-01-06 00:00:00;Vente;44950;9896
9897;2020-01-22 00:00:00;Vente;107700;9897
9898;2020-01-29 00:00:00;Vente;84350;9898
9899;2020-02-07 00:00:00;Vente;55000;9899
9900;2020-02-14 00:00:00;Vente;30000;9900
9901;2020-01-31 00:00:00;Vente;63950;9901
9902;2020-02-18 00:00:00;Vente;75000;9902
9903;2020-02-10 00:00:00;Vente;140000;9903
9904;2020-02-03 00:00:00;Vente;73000;9904
9905;2020-02-21 00:00:00;Vente;45000;9905
9906;2020-02-28 00:00:00;Vente;53500;9906
9907;2020-03-06 00:00:00;Vente;82500;9907
9908;2020-03-13 00:00:00;Vente;154500;9908
9909;2020-04-22 00:00:00;Vente;186550;9909
9910;2020-04-15 00:00:00;Vente;60000;9910
9911;2020-04-10 00:00:00;Vente;51990;9911
9912;2020-04-30 00:00:00;Vente;196000;9912
9913;2020-05-13 00:00:00;Vente;139000;9913
9914;2020-03-13 00:00:00;Vente;29000;9914
9915;2020-03-17 00:00:00;Vente;75000;9915
9916;2020-05-19 00:00:00;Vente;95000;9916
9917;2020-05-13 00:00:00;Vente;44200;9917
9918;2020-05-25 00:00:00;Vente;36500;9918
9919;2020-05-14 00:00:00;Vente;42750;9919
9920;2020-05-27 00:00:00;Vente;162000;9920
9921;2020-05-26 00:00:00;Vente;49000;9921
9922;2020-06-02 00:00:00;Vente;72000;9922
9923;2020-06-08 00:00:00;Vente;88350;9923
9924;2020-05-14 00:00:00;Vente;163000;9924
9925;2020-06-08 00:00:00;Vente;25000;9925
9926;2020-05-25 00:00:00;Vente;20500;9926
9927;2020-05-27 00:00:00;Vente;52250;9927
9928;2020-06-03 00:00:00;Vente;88350;9928
9929;2020-06-04 00:00:00;Vente;108470;9929
9930;2020-06-04 00:00:00;Vente;62700;9930
9931;2020-05-16 00:00:00;Vente;64000;9931
9932;2020-06-03 00:00:00;Vente;30000;9932
9933;2020-05-29 00:00:00;Vente;110000;9933
9934;2020-06-08 00:00:00;Vente;400000;9934
9935;2020-06-05 00:00:00;Vente;34500;9935
9936;2020-06-11 00:00:00;Vente;124000;9936
9937;2020-05-29 00:00:00;Vente;100800;9937
9938;2020-06-30 00:00:00;Vente;34000;9938
9939;2020-06-29 00:00:00;Vente;18000;9939
9940;2020-06-22 00:00:00;Vente;52000;9940
9941;2020-01-07 00:00:00;Vente;245230;9941
9942;2020-01-03 00:00:00;Vente;125000;9942
9943;2020-01-09 00:00:00;Vente;86511;9943
9944;2020-01-10 00:00:00;Vente;232500;9944
9945;2020-01-06 00:00:00;Vente;221300;9945
9946;2020-01-09 00:00:00;Vente;151597.5;9946
9947;2020-01-09 00:00:00;Vente;199688;9947
9948;2020-01-10 00:00:00;Vente;145100;9948
9949;2020-01-14 00:00:00;Vente;407000;9949
9950;2020-01-03 00:00:00;Vente;257800;9950
9951;2020-01-13 00:00:00;Vente;463000;9951
9952;2020-01-09 00:00:00;Vente;696290;9952
9953;2020-01-14 00:00:00;Vente;106425;9953
9954;2020-01-22 00:00:00;Vente;389350;9954
9955;2020-01-24 00:00:00;Vente;337000;9955
9956;2020-01-20 00:00:00;Vente;319900;9956
9957;2020-01-24 00:00:00;Vente;171756;9957
9958;2020-01-08 00:00:00;Vente;58000;9958
9959;2020-01-24 00:00:00;Vente;189772;9959
9960;2020-01-20 00:00:00;Vente;75500;9960
9961;2020-01-07 00:00:00;Vente;92000;9961
9962;2020-01-07 00:00:00;Vente;179900;9962
9963;2020-01-13 00:00:00;Vente;153100;9963
9964;2020-01-31 00:00:00;Vente;13300;9964
9965;2020-01-27 00:00:00;Vente;305799;9965
9966;2020-01-31 00:00:00;Vente;319990;9966
9967;2020-01-16 00:00:00;Vente;129700;9967
9968;2020-01-17 00:00:00;Vente;137000;9968
9969;2020-01-24 00:00:00;Vente;167000;9969
9970;2020-01-30 00:00:00;Vente;47500;9970
9971;2020-01-20 00:00:00;Vente;84500;9971
9972;2020-01-27 00:00:00;Vente;67600;9972
9973;2020-01-22 00:00:00;Vente;486000;9973
9974;2020-01-29 00:00:00;Vente;183500;9974
9975;2020-01-28 00:00:00;Vente;219500;9975
9976;2020-01-20 00:00:00;Vente;121935;9976
9977;2020-01-29 00:00:00;Vente;248500;9977
9978;2020-02-05 00:00:00;Vente;169300;9978
9979;2020-01-24 00:00:00;Vente;174500;9979
9980;2020-02-07 00:00:00;Vente;349373;9980
9981;2020-01-22 00:00:00;Vente;102660;9981
9982;2020-01-23 00:00:00;Vente;149900;9982
9983;2020-01-30 00:00:00;Vente;60400;9983
9984;2020-01-29 00:00:00;Vente;77430;9984
9985;2020-02-13 00:00:00;Vente;143000;9985
9986;2020-02-05 00:00:00;Vente;77000;9986
9987;2020-02-17 00:00:00;Vente;525300;9987
9988;2020-01-29 00:00:00;Vente;261900;9988
9989;2020-01-30 00:00:00;Vente;255500;9989
9990;2020-01-30 00:00:00;Vente;132400;9990
9991;2020-02-13 00:00:00;Vente;49500;9991
9992;2020-01-23 00:00:00;Vente;117600;9992
9993;2020-02-17 00:00:00;Vente;149960;9993
9994;2020-01-23 00:00:00;Vente;257143;9994
9995;2020-02-12 00:00:00;Vente;107300;9995
9996;2020-02-04 00:00:00;Vente;129000;9996
9997;2020-01-24 00:00:00;Vente;123000;9997
9998;2020-02-03 00:00:00;Vente;80600;9998
9999;2020-02-03 00:00:00;Vente;112800;9999
10000;2020-02-05 00:00:00;Vente;117354;10000
10001;2020-02-10 00:00:00;Vente;320000;10001
10002;2020-01-24 00:00:00;Vente;55000;10002
10003;2020-01-30 00:00:00;Vente;69637;10003
10004;2020-02-17 00:00:00;Vente;170100;10004
10005;2020-02-12 00:00:00;Vente;521750;10005
10006;2020-02-05 00:00:00;Vente;199800;10006
10007;2020-02-13 00:00:00;Vente;157000;10007
10008;2020-02-06 00:00:00;Vente;145500;10008
10009;2020-01-27 00:00:00;Vente;165100;10009
10010;2020-02-07 00:00:00;Vente;152955;10010
10011;2020-02-14 00:00:00;Vente;151000;10011
10012;2020-02-07 00:00:00;Vente;86200;10012
10013;2020-02-07 00:00:00;Vente;130200;10013
10014;2020-02-20 00:00:00;Vente;119990;10014
10015;2020-02-13 00:00:00;Vente;166850;10015
10016;2020-02-11 00:00:00;Vente;96000;10016
10017;2020-02-14 00:00:00;Vente;264475;10017
10018;2020-02-07 00:00:00;Vente;83109.61;10018
10019;2020-02-26 00:00:00;Vente;63500;10019
10020;2020-02-14 00:00:00;Vente;137000;10020
10021;2020-02-12 00:00:00;Vente;126400;10021
10022;2020-02-28 00:00:00;Vente;83000;10022
10023;2020-02-07 00:00:00;Vente;285500;10023
10024;2020-02-05 00:00:00;Vente;156000;10024
10025;2020-02-28 00:00:00;Vente;55300;10025
10026;2020-02-24 00:00:00;Vente;79900;10026
10027;2020-02-28 00:00:00;Vente;110133;10027
10028;2020-02-10 00:00:00;Vente;113000;10028
10029;2020-02-14 00:00:00;Vente;159800;10029
10030;2020-02-13 00:00:00;Vente;79800;10030
10031;2020-02-19 00:00:00;Vente;284500;10031
10032;2020-02-18 00:00:00;Vente;259060;10032
10033;2020-02-28 00:00:00;Vente;135000;10033
10034;2020-03-04 00:00:00;Vente;156560;10034
10035;2020-02-14 00:00:00;Vente;262400;10035
10036;2020-03-04 00:00:00;Vente;245000;10036
10037;2020-02-28 00:00:00;Vente;128700;10037
10038;2020-02-14 00:00:00;Vente;131202.3;10038
10039;2020-02-13 00:00:00;Vente;162119;10039
10040;2020-02-10 00:00:00;Vente;174900;10040
10041;2020-02-25 00:00:00;Vente;133300;10041
10042;2020-03-06 00:00:00;Vente;158642;10042
10043;2020-02-19 00:00:00;Vente;157900;10043
10044;2020-02-20 00:00:00;Vente;62000;10044
10045;2020-03-02 00:00:00;Vente;107000;10045
10046;2020-02-13 00:00:00;Vente;71000;10046
10047;2020-02-27 00:00:00;Vente;196100;10047
10048;2020-02-27 00:00:00;Vente;72500;10048
10049;2020-03-09 00:00:00;Vente;278873;10049
10050;2020-02-18 00:00:00;Vente;123250;10050
10051;2020-02-28 00:00:00;Vente;68125;10051
10052;2020-03-10 00:00:00;Vente;89000;10052
10053;2020-02-28 00:00:00;Vente;115000;10053
10054;2020-02-26 00:00:00;Vente;113000;10054
10055;2020-03-06 00:00:00;Vente;379000;10055
10056;2020-03-06 00:00:00;Vente;94500;10056
10057;2020-02-27 00:00:00;Vente;161350;10057
10058;2020-03-12 00:00:00;Vente;121200;10058
10059;2020-02-27 00:00:00;Vente;151400;10059
10060;2020-03-10 00:00:00;Vente;91000;10060
10061;2020-02-27 00:00:00;Vente;116700;10061
10062;2020-02-27 00:00:00;Vente;203000;10062
10063;2020-03-06 00:00:00;Vente;233000;10063
10064;2020-03-03 00:00:00;Vente;105975;10064
10065;2020-02-28 00:00:00;Vente;222600;10065
10066;2020-03-13 00:00:00;Vente;70000;10066
10067;2020-03-03 00:00:00;Vente;177000;10067
10068;2020-03-11 00:00:00;Vente;572300;10068
10069;2020-03-12 00:00:00;Vente;109025;10069
10070;2020-03-10 00:00:00;Vente;161694;10070
10071;2020-03-03 00:00:00;Vente;66000;10071
10072;2020-03-11 00:00:00;Vente;27010;10072
10073;2020-03-20 00:00:00;Vente;62600;10073
10074;2020-03-19 00:00:00;Vente;192500;10074
10075;2020-03-12 00:00:00;Vente;235000;10075
10076;2020-03-05 00:00:00;Vente;304428.22;10076
10077;2020-03-05 00:00:00;Vente;125550;10077
10078;2020-03-11 00:00:00;Vente;99400;10078
10079;2020-03-26 00:00:00;Vente;157075;10079
10080;2020-03-17 00:00:00;Vente;508000;10080
10081;2020-03-13 00:00:00;Vente;126500;10081
10082;2020-03-20 00:00:00;Vente;75510;10082
10083;2020-03-20 00:00:00;Vente;128500;10083
10084;2020-03-19 00:00:00;Vente;269900;10084
10085;2020-03-30 00:00:00;Vente;132660;10085
10086;2020-03-11 00:00:00;Vente;578000;10086
10087;2020-03-02 00:00:00;Vente;181133;10087
10088;2020-03-13 00:00:00;Vente;53000;10088
10089;2020-03-17 00:00:00;Vente;95348;10089
10090;2020-03-31 00:00:00;Vente;140065;10090
10091;2020-04-01 00:00:00;Vente;443000;10091
10092;2020-04-07 00:00:00;Vente;105981;10092
10093;2020-03-16 00:00:00;Vente;69471;10093
10094;2020-03-30 00:00:00;Vente;95000;10094
10095;2020-03-13 00:00:00;Vente;82353;10095
10096;2020-04-02 00:00:00;Vente;210000;10096
10097;2020-03-19 00:00:00;Vente;140160;10097
10098;2020-04-15 00:00:00;Vente;86400;10098
10099;2020-04-03 00:00:00;Vente;266700;10099
10100;2020-04-03 00:00:00;Vente;147500;10100
10101;2020-03-19 00:00:00;Vente;92880;10101
10102;2020-03-26 00:00:00;Vente;85800;10102
10103;2020-03-27 00:00:00;Vente;183000;10103
10104;2020-03-30 00:00:00;Vente;134000;10104
10105;2020-03-20 00:00:00;Vente;318000;10105
10106;2020-04-14 00:00:00;Vente;126900;10106
10107;2020-03-31 00:00:00;Vente;269000;10107
10108;2020-04-15 00:00:00;Vente;581000;10108
10109;2020-04-24 00:00:00;Vente;47100;10109
10110;2020-04-15 00:00:00;Vente;141750;10110
10111;2020-04-17 00:00:00;Vente;227000;10111
10112;2020-04-17 00:00:00;Vente;18500;10112
10113;2020-04-24 00:00:00;Vente;127500;10113
10114;2020-04-28 00:00:00;Vente;141216;10114
10115;2020-04-17 00:00:00;Vente;101500;10115
10116;2020-04-24 00:00:00;Vente;229000;10116
10117;2020-04-30 00:00:00;Vente;472000;10117
10118;2020-05-12 00:00:00;Vente;129948;10118
10119;2020-04-10 00:00:00;Vente;89000;10119
10120;2020-04-10 00:00:00;Vente;91750;10120
10121;2020-05-14 00:00:00;Vente;184000;10121
10122;2020-05-07 00:00:00;Vente;524246;10122
10123;2020-04-30 00:00:00;Vente;76000;10123
10124;2020-04-28 00:00:00;Vente;161012;10124
10125;2020-05-14 00:00:00;Vente;85000;10125
10126;2020-05-11 00:00:00;Vente;307000;10126
10127;2020-05-11 00:00:00;Vente;102500;10127
10128;2020-05-12 00:00:00;Vente;92682;10128
10129;2020-04-30 00:00:00;Vente;139990;10129
10130;2020-04-30 00:00:00;Vente;108995;10130
10131;2020-04-28 00:00:00;Vente;105072;10131
10132;2020-05-15 00:00:00;Vente;129488.1;10132
10133;2020-05-12 00:00:00;Vente;125000;10133
10134;2020-05-12 00:00:00;Vente;161000;10134
10135;2020-05-11 00:00:00;Vente;42000;10135
10136;2020-05-12 00:00:00;Vente;68800;10136
10137;2020-05-04 00:00:00;Vente;126526.03;10137
10138;2020-05-04 00:00:00;Vente;96500;10138
10139;2020-05-15 00:00:00;Vente;402000;10139
10140;2020-05-14 00:00:00;Vente;169000;10140
10141;2020-05-14 00:00:00;Vente;88360;10141
10142;2020-05-20 00:00:00;Vente;138900;10142
10143;2020-05-27 00:00:00;Vente;94000;10143
10144;2020-05-15 00:00:00;Vente;40000;10144
10145;2020-05-18 00:00:00;Vente;226000;10145
10146;2020-04-30 00:00:00;Vente;327000;10146
10147;2020-05-15 00:00:00;Vente;295000;10147
10148;2020-05-25 00:00:00;Vente;178471.27;10148
10149;2020-05-26 00:00:00;Vente;183700;10149
10150;2020-05-19 00:00:00;Vente;94145;10150
10151;2020-05-06 00:00:00;Vente;349500;10151
10152;2020-05-20 00:00:00;Vente;235000;10152
10153;2020-05-20 00:00:00;Vente;139500;10153
10154;2020-05-15 00:00:00;Vente;130000;10154
10155;2020-05-20 00:00:00;Vente;142000;10155
10156;2020-05-19 00:00:00;Vente;236486.48;10156
10157;2020-05-28 00:00:00;Vente;102800;10157
10158;2020-05-14 00:00:00;Vente;237000;10158
10159;2020-05-27 00:00:00;Vente;78000;10159
10160;2020-05-20 00:00:00;Vente;185500;10160
10161;2020-05-20 00:00:00;Vente;1608880;10161
10162;2020-05-07 00:00:00;Vente;170000;10162
10163;2020-05-29 00:00:00;Vente;167085;10163
10164;2020-05-20 00:00:00;Vente;70921;10164
10165;2020-05-07 00:00:00;Vente;72000;10165
10166;2020-05-19 00:00:00;Vente;396200;10166
10167;2020-05-29 00:00:00;Vente;98020;10167
10168;2020-05-29 00:00:00;Vente;97295;10168
10169;2020-05-29 00:00:00;Vente;148000;10169
10170;2020-05-19 00:00:00;Vente;147000;10170
10171;2020-05-25 00:00:00;Vente;230000;10171
10172;2020-05-26 00:00:00;Vente;135400;10172
10173;2020-05-29 00:00:00;Vente;100000;10173
10174;2020-05-29 00:00:00;Vente;132000;10174
10175;2020-05-20 00:00:00;Vente;165000;10175
10176;2020-05-25 00:00:00;Vente;240000;10176
10177;2020-05-27 00:00:00;Vente;253000;10177
10178;2020-05-25 00:00:00;Vente;205888;10178
10179;2020-05-29 00:00:00;Vente;98900;10179
10180;2020-05-28 00:00:00;Vente;96432;10180
10181;2020-05-15 00:00:00;Vente;171000;10181
10182;2020-05-28 00:00:00;Vente;82925;10182
10183;2020-05-13 00:00:00;Vente;233000;10183
10184;2020-05-28 00:00:00;Vente;96000;10184
10185;2020-05-19 00:00:00;Vente;122000;10185
10186;2020-06-04 00:00:00;Vente;121800;10186
10187;2020-06-06 00:00:00;Vente;245450;10187
10188;2020-05-26 00:00:00;Vente;363523;10188
10189;2020-05-15 00:00:00;Vente;81000;10189
10190;2020-05-26 00:00:00;Vente;300300;10190
10191;2020-06-03 00:00:00;Vente;204400;10191
10192;2020-06-04 00:00:00;Vente;187000;10192
10193;2020-05-14 00:00:00;Vente;209000;10193
10194;2020-05-16 00:00:00;Vente;208500;10194
10195;2020-05-29 00:00:00;Vente;181000;10195
10196;2020-05-25 00:00:00;Vente;227500;10196
10197;2020-05-28 00:00:00;Vente;141000;10197
10198;2020-05-29 00:00:00;Vente;63000;10198
10199;2020-05-19 00:00:00;Vente;87000;10199
10200;2020-05-28 00:00:00;Vente;68000;10200
10201;2020-06-08 00:00:00;Vente;88100;10201
10202;2020-05-18 00:00:00;Vente;549000;10202
10203;2020-05-14 00:00:00;Vente;355000;10203
10204;2020-05-28 00:00:00;Vente;479500;10204
10205;2020-05-28 00:00:00;Vente;84000;10205
10206;2020-06-08 00:00:00;Vente;74530;10206
10207;2020-05-29 00:00:00;Vente;404000;10207
10208;2020-06-02 00:00:00;Vente;185000;10208
10209;2020-06-03 00:00:00;Vente;241000;10209
10210;2020-05-28 00:00:00;Vente;177000;10210
10211;2020-05-28 00:00:00;Vente;172720;10211
10212;2020-06-08 00:00:00;Vente;69000;10212
10213;2020-06-03 00:00:00;Vente;190000;10213
10214;2020-06-05 00:00:00;Vente;186500;10214
10215;2020-06-11 00:00:00;Vente;73515;10215
10216;2020-05-29 00:00:00;Vente;365000;10216
10217;2020-06-12 00:00:00;Vente;;10217
10218;2020-05-28 00:00:00;Vente;216500;10218
10219;2020-05-26 00:00:00;Vente;740000;10219
10220;2020-05-22 00:00:00;Vente;127500;10220
10221;2020-06-11 00:00:00;Vente;81837;10221
10222;2020-06-10 00:00:00;Vente;242654;10222
10223;2020-06-15 00:00:00;Vente;65000;10223
10224;2020-06-05 00:00:00;Vente;82000;10224
10225;2020-06-05 00:00:00;Vente;360000;10225
10226;2020-05-19 00:00:00;Vente;211000;10226
10227;2020-05-20 00:00:00;Vente;250000;10227
10228;2020-05-28 00:00:00;Vente;117810;10228
10229;2020-06-05 00:00:00;Vente;130000;10229
10230;2020-06-10 00:00:00;Vente;336000;10230
10231;2020-06-17 00:00:00;Vente;32500;10231
10232;2020-06-09 00:00:00;Vente;174570;10232
10233;2020-06-01 00:00:00;Vente;146900;10233
10234;2020-05-29 00:00:00;Vente;88000;10234
10235;2020-06-02 00:00:00;Vente;105010;10235
10236;2020-05-28 00:00:00;Vente;235500;10236
10237;2020-06-11 00:00:00;Vente;206000;10237
10238;2020-06-15 00:00:00;Vente;142500;10238
10239;2020-06-02 00:00:00;Vente;247850;10239
10240;2020-06-02 00:00:00;Vente;230000;10240
10241;2020-05-28 00:00:00;Vente;55000;10241
10242;2020-06-08 00:00:00;Vente;441000;10242
10243;2020-06-08 00:00:00;Vente;480000;10243
10244;2020-06-18 00:00:00;Vente;59000;10244
10245;2020-06-15 00:00:00;Vente;420605.1;10245
10246;2020-06-08 00:00:00;Vente;104000;10246
10247;2020-05-20 00:00:00;Vente;232000;10247
10248;2020-06-11 00:00:00;Vente;196000;10248
10249;2020-06-18 00:00:00;Vente;111950;10249
10250;2020-06-12 00:00:00;Vente;499000;10250
10251;2020-06-15 00:00:00;Vente;142000;10251
10252;2020-06-23 00:00:00;Vente;172000;10252
10253;2020-06-22 00:00:00;Vente;310000;10253
10254;2020-06-12 00:00:00;Vente;136000;10254
10255;2020-06-17 00:00:00;Vente;229000;10255
10256;2020-06-19 00:00:00;Vente;272700;10256
10257;2020-06-18 00:00:00;Vente;64000;10257
10258;2020-06-15 00:00:00;Vente;425000;10258
10259;2020-06-12 00:00:00;Vente;148200;10259
10260;2020-06-09 00:00:00;Vente;213200;10260
10261;2020-06-16 00:00:00;Vente;164000;10261
10262;2020-06-08 00:00:00;Vente;89500;10262
10263;2020-06-18 00:00:00;Vente;94274;10263
10264;2020-06-24 00:00:00;Vente;277900;10264
10265;2020-06-12 00:00:00;Vente;148000;10265
10266;2020-06-17 00:00:00;Vente;211000;10266
10267;2020-06-22 00:00:00;Vente;192000;10267
10268;2020-06-15 00:00:00;Vente;68200;10268
10269;2020-06-05 00:00:00;Vente;97240;10269
10270;2020-06-16 00:00:00;Vente;173000;10270
10271;2020-06-18 00:00:00;Vente;127131.07;10271
10272;2020-06-25 00:00:00;Vente;119375;10272
10273;2020-06-25 00:00:00;Vente;107900;10273
10274;2020-06-30 00:00:00;Vente;158000;10274
10275;2020-06-17 00:00:00;Vente;138500;10275
10276;2020-06-19 00:00:00;Vente;129000;10276
10277;2020-06-18 00:00:00;Vente;136000;10277
10278;2020-06-30 00:00:00;Vente;73000;10278
10279;2020-06-30 00:00:00;Vente;166862;10279
10280;2020-06-19 00:00:00;Vente;177500;10280
10281;2020-06-17 00:00:00;Vente;110000;10281
10282;2020-06-08 00:00:00;Vente;378000;10282
10283;2020-06-12 00:00:00;Vente;363000;10283
10284;2020-06-30 00:00:00;Vente;100000;10284
10285;2020-06-22 00:00:00;Vente;257300;10285
10286;2020-06-08 00:00:00;Vente;95000;10286
10287;2020-05-14 00:00:00;Vente;355500;10287
10288;2020-06-23 00:00:00;Vente;286500;10288
10289;2020-06-30 00:00:00;Vente;164000;10289
10290;2020-06-25 00:00:00;Vente;103239;10290
10291;2020-06-30 00:00:00;Vente;105000;10291
10292;2020-06-26 00:00:00;Vente;124000;10292
10293;2020-06-17 00:00:00;Vente;140000;10293
10294;2020-06-17 00:00:00;Vente;151200;10294
10295;2020-06-17 00:00:00;Vente;97000;10295
10296;2020-06-26 00:00:00;Vente;182000;10296
10297;2020-06-15 00:00:00;Vente;162000;10297
10298;2020-06-18 00:00:00;Vente;71960;10298
10299;2020-06-19 00:00:00;Vente;82224;10299
10300;2020-06-30 00:00:00;Vente;99000;10300
10301;2020-06-30 00:00:00;Vente;287000;10301
10302;2020-06-25 00:00:00;Vente;288000;10302
10303;2020-06-16 00:00:00;Vente;218000;10303
10304;2020-06-16 00:00:00;Vente;120000;10304
10305;2020-06-19 00:00:00;Vente;145000;10305
10306;2020-06-19 00:00:00;Vente;154000;10306
10307;2020-06-19 00:00:00;Vente;175000;10307
10308;2020-06-24 00:00:00;Vente;115000;10308
10309;2020-06-26 00:00:00;Vente;202174;10309
10310;2020-06-18 00:00:00;Vente;268000;10310
10311;2020-06-24 00:00:00;Vente;340000;10311
10312;2020-06-25 00:00:00;Vente;297421.56;10312
10313;2020-06-30 00:00:00;Vente;160000;10313
10314;2020-06-15 00:00:00;Vente;200000;10314
10315;2020-06-12 00:00:00;Vente;116500;10315
10316;2020-06-25 00:00:00;Vente;180000;10316
10317;2020-06-29 00:00:00;Vente;160000;10317
10318;2020-06-22 00:00:00;Vente;194000;10318
10319;2020-06-18 00:00:00;Vente;294805;10319
10320;2020-06-17 00:00:00;Vente;139000;10320
10321;2020-06-19 00:00:00;Vente;171428;10321
10322;2020-06-04 00:00:00;Vente;125000;10322
10323;2020-06-19 00:00:00;Vente;128800;10323
10324;2020-06-29 00:00:00;Vente;265000;10324
10325;2020-06-30 00:00:00;Vente;300000;10325
10326;2020-06-30 00:00:00;Vente;66500;10326
10327;2020-06-30 00:00:00;Vente;146000;10327
10328;2020-06-30 00:00:00;Vente;70000;10328
10329;2020-06-22 00:00:00;Vente;148500;10329
10330;2020-06-26 00:00:00;Vente;195000;10330
10331;2020-06-30 00:00:00;Vente;60000;10331
10332;2020-06-30 00:00:00;Vente;179500;10332
10333;2020-06-23 00:00:00;Vente;168500;10333
10334;2020-06-29 00:00:00;Vente;80000;10334
10335;2020-06-26 00:00:00;Vente;135000;10335
10336;2020-06-26 00:00:00;Vente;155000;10336
10337;2020-06-29 00:00:00;Vente;135000;10337
10338;2020-06-30 00:00:00;Vente;175000;10338
10339;2020-06-26 00:00:00;Vente;205000;10339
10340;2020-06-29 00:00:00;Vente;210000;10340
10341;2020-06-18 00:00:00;Vente;85000;10341
10342;2020-06-30 00:00:00;Vente;280000;10342
10343;2020-06-23 00:00:00;Vente;176000;10343
10344;2020-05-15 00:00:00;Vente;266000;10344
10345;2020-01-03 00:00:00;Vente;104792.58;10345
10346;2020-01-06 00:00:00;Vente;138000;10346
10347;2020-01-17 00:00:00;Vente;55000;10347
10348;2020-01-20 00:00:00;Vente;182000;10348
10349;2020-01-08 00:00:00;Vente;145000;10349
10350;2020-01-02 00:00:00;Vente;122850;10350
10351;2020-01-13 00:00:00;Vente;306600;10351
10352;2020-01-13 00:00:00;Vente;225000;10352
10353;2020-01-20 00:00:00;Vente;177000;10353
10354;2020-01-14 00:00:00;Vente;145000;10354
10355;2020-01-27 00:00:00;Vente;123000;10355
10356;2020-01-22 00:00:00;Vente;164221.34;10356
10357;2020-01-06 00:00:00;Vente;145000;10357
10358;2020-01-14 00:00:00;Vente;107000;10358
10359;2020-01-15 00:00:00;Vente;122500;10359
10360;2020-01-30 00:00:00;Vente;165000;10360
10361;2020-02-03 00:00:00;Vente;117500;10361
10362;2020-01-21 00:00:00;Vente;100100;10362
10363;2020-01-16 00:00:00;Vente;106767;10363
10364;2020-01-30 00:00:00;Vente;109700;10364
10365;2020-02-03 00:00:00;Vente;151000;10365
10366;2020-02-03 00:00:00;Vente;170000;10366
10367;2020-01-30 00:00:00;Vente;84500;10367
10368;2020-01-31 00:00:00;Vente;105000;10368
10369;2020-02-13 00:00:00;Vente;88000;10369
10370;2020-02-10 00:00:00;Vente;170500;10370
10371;2020-02-04 00:00:00;Vente;121000;10371
10372;2020-02-14 00:00:00;Vente;156000;10372
10373;2020-02-17 00:00:00;Vente;156000;10373
10374;2020-01-31 00:00:00;Vente;220000;10374
10375;2020-02-24 00:00:00;Vente;130000;10375
10376;2020-02-11 00:00:00;Vente;106500;10376
10377;2020-02-10 00:00:00;Vente;98275;10377
10378;2020-02-24 00:00:00;Vente;59000;10378
10379;2020-01-13 00:00:00;Vente;113880;10379
10380;2020-02-28 00:00:00;Vente;55000;10380
10381;2020-02-25 00:00:00;Vente;125000;10381
10382;2020-02-28 00:00:00;Vente;107430;10382
10383;2020-02-12 00:00:00;Vente;96000;10383
10384;2020-02-28 00:00:00;Vente;149500;10384
10385;2020-02-20 00:00:00;Vente;187600;10385
10386;2020-02-21 00:00:00;Vente;110000;10386
10387;2020-02-18 00:00:00;Vente;135750;10387
10388;2020-03-02 00:00:00;Vente;117000;10388
10389;2020-03-06 00:00:00;Vente;80000;10389
10390;2020-03-10 00:00:00;Vente;135000;10390
10391;2020-03-09 00:00:00;Vente;98762.59;10391
10392;2020-03-09 00:00:00;Vente;88000;10392
10393;2020-03-02 00:00:00;Vente;199000;10393
10394;2020-03-12 00:00:00;Vente;135459;10394
10395;2020-03-11 00:00:00;Vente;118710;10395
10396;2020-02-13 00:00:00;Vente;134375;10396
10397;2020-03-06 00:00:00;Vente;253500;10397
10398;2020-03-06 00:00:00;Vente;197070;10398
10399;2020-03-24 00:00:00;Vente;134500;10399
10400;2020-03-13 00:00:00;Vente;144600;10400
10401;2020-04-10 00:00:00;Vente;102500;10401
10402;2020-02-25 00:00:00;Vente;106000;10402
10403;2020-04-17 00:00:00;Vente;111700;10403
10404;2020-04-17 00:00:00;Vente;149000;10404
10405;2020-04-17 00:00:00;Vente;171274.81;10405
10406;2020-04-03 00:00:00;Vente;102300;10406
10407;2020-04-27 00:00:00;Vente;290000;10407
10408;2020-04-17 00:00:00;Vente;155544;10408
10409;2020-03-31 00:00:00;Vente;333000;10409
10410;2020-04-29 00:00:00;Vente;128500;10410
10411;2020-04-27 00:00:00;Vente;164000;10411
10412;2020-05-13 00:00:00;Vente;80590;10412
10413;2020-04-24 00:00:00;Vente;203900;10413
10414;2020-05-15 00:00:00;Vente;143500;10414
10415;2020-04-30 00:00:00;Vente;140000;10415
10416;2020-05-15 00:00:00;Vente;60000;10416
10417;2020-05-11 00:00:00;Vente;185000;10417
10418;2020-05-06 00:00:00;Vente;135000;10418
