Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","7","Angola","5123","Pertes","2511","Bl? et produits","2017","2017","Milliers de tonnes","9","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5154","Autres utilisations (non alimentaire)","2511","Bl? et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2511","Bl? et produits","2017","2017","Milliers de tonnes","1062","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2511","Bl? et produits","2017","2017","kg","35.61","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2511","Bl? et produits","2017","2017","Kcal/personne/jour","253","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","7.65","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","0.94","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5511","Production","2807","Riz et produits","2017","2017","Milliers de tonnes","9","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2807","Riz et produits","2017","2017","Milliers de tonnes","664","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2807","Riz et produits","2017","2017","Milliers de tonnes","-18","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5911","Exportations - Quantit?","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","692","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","90","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5123","Pertes","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5154","Autres utilisations (non alimentaire)","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","601","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2807","Riz et produits","2017","2017","kg","20.15","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2807","Riz et produits","2017","2017","Kcal/personne/jour","134","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","2.54","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","0.22","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5911","Exportations - Quantit?","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2513","Orge et produits","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2513","Orge et produits","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5511","Production","2514","Ma?s et produits","2017","2017","Milliers de tonnes","2381","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2514","Ma?s et produits","2017","2017","Milliers de tonnes","402","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2514","Ma?s et produits","2017","2017","Milliers de tonnes","505","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5911","Exportations - Quantit?","2514","Ma?s et produits","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","2276","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5521","Aliments pour animaux","2514","Ma?s et produits","2017","2017","Milliers de tonnes","534","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5123","Pertes","2514","Ma?s et produits","2017","2017","Milliers de tonnes","322","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5154","Autres utilisations (non alimentaire)","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2514","Ma?s et produits","2017","2017","Milliers de tonnes","1323","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2514","Ma?s et produits","2017","2017","kg","44.38","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2514","Ma?s et produits","2017","2017","Kcal/personne/jour","386","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2514","Ma?s et produits","2017","2017","g/personne/jour","10.18","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2514","Ma?s et produits","2017","2017","g/personne/jour","4.16","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5911","Exportations - Quantit?","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5521","Aliments pour animaux","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2515","Seigle et produits","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2515","Seigle et produits","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2515","Seigle et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2515","Seigle et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2516","Avoine","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2516","Avoine","2017","2017","kg","0.03","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2516","Avoine","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2516","Avoine","2017","2017","g/personne/jour","0.01","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2516","Avoine","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5511","Production","2517","Millet et produits","2017","2017","Milliers de tonnes","70","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","70","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","4","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5123","Pertes","2517","Millet et produits","2017","2017","Milliers de tonnes","3","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2517","Millet et produits","2017","2017","Milliers de tonnes","53","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2517","Millet et produits","2017","2017","kg","1.78","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2517","Millet et produits","2017","2017","Kcal/personne/jour","15","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2517","Millet et produits","2017","2017","g/personne/jour","0.25","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2517","Millet et produits","2017","2017","g/personne/jour","0.06","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5511","Production","2518","Sorgho et produits","2017","2017","Milliers de tonnes","33","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2518","Sorgho et produits","2017","2017","Milliers de tonnes","-19","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5911","Exportations - Quantit?","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","53","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5123","Pertes","2518","Sorgho et produits","2017","2017","Milliers de tonnes","2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2518","Sorgho et produits","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2518","Sorgho et produits","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2518","Sorgho et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2518","Sorgho et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5611","Importations - Quantit?","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5072","Variation de stock","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5911","Exportations - Quantit?","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5521","Aliments pour animaux","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","5142","Nourriture","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","7","Angola","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2520","C?r?ales, Autres","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","664","Disponibilit? alimentaire (Kcal/personne/jour)","2520","C?r?ales, Autres","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2520","C?r?ales, Autres","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","7","Angola","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2520","C?r?ales, Autres","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5511","Production","2511","Bl? et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5611","Importations - Quantit?","2511","Bl? et produits","2017","2017","Milliers de tonnes","9","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5072","Variation de stock","2511","Bl? et produits","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5911","Exportations - Quantit?","2511","Bl? et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","8","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5521","Aliments pour animaux","2511","Bl? et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5154","Autres utilisations (non alimentaire)","2511","Bl? et produits","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5142","Nourriture","2511","Bl? et produits","2017","2017","Milliers de tonnes","6","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2511","Bl? et produits","2017","2017","kg","67.53","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","664","Disponibilit? alimentaire (Kcal/personne/jour)","2511","Bl? et produits","2017","2017","Kcal/personne/jour","569","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","15.14","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","4.82","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5511","Production","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5611","Importations - Quantit?","2807","Riz et produits","2017","2017","Milliers de tonnes","2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5072","Variation de stock","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","2","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5154","Autres utilisations (non alimentaire)","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2807","Riz et produits","2017","2017","kg","13.03","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","664","Disponibilit? alimentaire (Kcal/personne/jour)","2807","Riz et produits","2017","2017","Kcal/personne/jour","127","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","2.65","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","0.61","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5611","Importations - Quantit?","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5072","Variation de stock","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2513","Orge et produits","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","664","Disponibilit? alimentaire (Kcal/personne/jour)","2513","Orge et produits","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5511","Production","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5611","Importations - Quantit?","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5072","Variation de stock","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5911","Exportations - Quantit?","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5521","Aliments pour animaux","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5123","Pertes","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","5142","Nourriture","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2514","Ma?s et produits","2017","2017","kg","1.23","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","664","Disponibilit? alimentaire (Kcal/personne/jour)","2514","Ma?s et produits","2017","2017","Kcal/personne/jour","14","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2514","Ma?s et produits","2017","2017","g/personne/jour","0.29","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","8","Antigua-et-Barbuda","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2514","Ma?s et produits","2017","2017","g/personne/jour","0.32","Fc","Donn?e calcul?e"
